artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[問卦]覺得魷魚遊戲比今際之國強的是不是智缺？,2021/09/28,10:18:45,https://www.ptt.cc/bbs/Gossiping/M.1632824331.A.1AB.html,dodobaho,Gossiping,41,10,7,"今際之國漫畫中
內容各種鬥智
燒腦
像海濱的巫女遊戲
魷魚
就像大逃殺那種
殺來殺去
沒有內容
不用動腦
捧魷魚遊戲
說今際之國廢的
是不是智力缺乏？
只能看不用動腦的片？
"
[問卦]慟！魷魚遊戲根本就騙人的,2021/09/28,10:31:52,https://www.ptt.cc/bbs/Gossiping/M.1632825114.A.0EB.html,Kyle5566,Gossiping,11,1,4,"魷魚遊戲根本騙人的

裡面那些人根本沒有死

我看他們的IG

都還有在更新

唉

有沒有卦
"
[問卦]魷魚遊戲大火證明了什麼,2021/09/28,10:42:22,https://www.ptt.cc/bbs/Gossiping/M.1632825744.A.408.html,del680202,Gossiping,120,42,19,"阿肥在日本

旁邊妹子都在聊魷魚遊戲

欸 這不是韓劇嗎 怎麼這麼多人看

回家看了第一集

啊這不就老梗的死亡遊戲套路

123木頭人 貢糖 啥毀

到底誰在看

魷魚遊戲大火告訴了我們什麼事情

有歐巴就是香嗎


-
Sent from JPTT on my iPhone
"
[問卦]魷魚遊戲最後兩個遊戲是不是敗筆？,2021/09/28,10:47:56,https://www.ptt.cc/bbs/Gossiping/M.1632826078.A.E5E.html,EricTCartman,Gossiping,68,31,1,"跳玻璃

比開司渡鐵橋還沒梗

強迫用1/2機率

host發現玩家有技能還搞破壞

講究遊戲要公平

讓體能強的人在休息時打死其他人 卻不讓有技能的人在遊戲中發揮??

此遊戲唯一的功用好像只是最後爆玻璃要讓女扒手吃便當


魷魚遊戲

呼應開頭 還以為會有啥團隊策略跟戰術

結果最後還是兩個人在互毆


最後兩個遊戲是不是本劇的敗筆

有沒有八卦？
"
[問卦]魷魚遊戲的阿里484太單純了?,2021/09/28,10:51:16,https://www.ptt.cc/bbs/Gossiping/M.1632826278.A.0CD.html,coga4712,Gossiping,19,7,0,"阿里就是那個外國人

前面幾關過的寫意

可以說是力量敏捷幸運點滿

可是到彈珠那關是不是太相信人性了?

正常人應該都會提防吧


在座的如果你是阿里

真的不會偷藏彈珠起來嘛?"
[問卦]魷魚遊戲67號讓屁孩埋胸就不哭了？,2021/09/28,10:52:29,https://www.ptt.cc/bbs/Gossiping/M.1632826352.A.9C2.html,tose4433,Gossiping,6,2,0,"如題

魷魚遊戲啦

67號超模辣妹

面對哭鬧靠腰的屁孩質問為什麼沒辦法帶他走

67號抱住屁孩，整個臉埋在胸部裡面

前一刻還在崩潰的屁孩馬上安靜下來

分開後還盯著67號的奶

有沒有屁孩吵到一半給他一波洗面乳就安靜的八卦

"
[問卦]戶頭有10億都不動真的會被銀行找去嗎?,2021/09/28,10:52:38,https://www.ptt.cc/bbs/Gossiping/M.1632826361.A.497.html,seabox,Gossiping,145,78,4,"欸
我看完魷魚遊戲

主角拿了456億韓元 大概10多億台幣

都放銀行 沒動

就被銀行找去談話了 而且很禮遇

真的有10億都不動作 銀行就會找你過去嗎
"
[問卦]豆導會怎麼拍魷魚遊戲啊？,2021/09/28,10:56:55,https://www.ptt.cc/bbs/Gossiping/M.1632826617.A.E18.html,kinve1014,Gossiping,16,8,1,"https://i.imgur.com/ROjf6ou.jpg
如題啦

那個魷魚遊戲評價很不一

如果 讓豆導來拍

會不會比較好？

那豆導來拍的話

要增加什麼遊戲呢？"
[問卦]庵野秀一會怎麼拍魷魚遊戲？,2021/09/28,10:59:39,https://www.ptt.cc/bbs/Gossiping/M.1632826781.A.564.html,Julian9x9x9,Gossiping,12,7,0,"阿諾捏

那個魷魚遊戲評價很不一

如果 讓庵野秀一來拍

會不會比較好？

那庵野秀明來拍的話

遊戲會長怎樣呢？

主角會到北韓女床前面做壞事嗎
"
[問卦]魷魚遊戲成本超低…台灣還是拍不出來？,2021/09/28,11:03:19,https://www.ptt.cc/bbs/Gossiping/M.1632827001.A.776.html,TCB006,Gossiping,95,34,17,"台灣演藝人員 最會叫的 就是沒錢~~~~~~~

但

魷魚遊戲 都在房間內拍…  成本超低…

魷魚遊戲 劇本拿日本翻拍… 也沒問題…

想問

那台灣還有什麼理由 拍不出來？？？
"
[問卦]魷魚遊戲比四驅車戰鬥陀螺彈珠超人如何,2021/09/28,11:04:26,https://www.ptt.cc/bbs/Gossiping/M.1632827068.A.611.html,EricTCartman,Gossiping,3,1,0,"四驅車

所有玩家可以到零件庫搶改裝零件跟馬達、車體

每跑一圈槍殺倒數1/4的玩家 要跑3圈


戰鬥陀螺

被打出場外跟停止旋轉的直接射殺


彈珠超人

沒有規則 射到其他玩家沒辦法繼續遊戲


日本如果拍魷魚遊戲是不是可以順便賣這些玩具

有沒有八卦？
"
[問卦]有比這個更困難的破關組合嗎,2021/09/28,11:08:43,https://www.ptt.cc/bbs/Gossiping/M.1632827325.A.7D5.html,feichai5566,Gossiping,1,1,0,"板上一直洗什麼魷魚遊戲台版怎麼設計，
我一直在想這個電影為什麼讓人覺得緊張，
重點是代價是死亡啊!!

就像野蠻遊戲，遊戲輸了現實也會死掉，
才讓人有非贏不可的決心


我想到幾種很刺激的組合，雖然不道德可是有更難的組合嗎？!!
1.想安樂死的人，跟不想死的人用手銬銬一起
2.壯碩流氓跟瘦弱的8+9女生一組
3.視障者跟語言障礙一組

這樣要破關根本靠北難啦

不管是玩裡面裝腐蝕液體的躲避球
還是觸電版電流急急棒，
或是吃魚再拼回完整的魚骨頭，
還是通過殭屍的電車車廂，
還是人力版超大彈珠台，
都超級難!!


有沒有反差很大超爆難組合的八卦
"
[問卦]魷魚遊戲如果男女比例1：1會怎樣？,2021/09/28,11:09:27,https://www.ptt.cc/bbs/Gossiping/M.1632827369.A.C26.html,theskyofblue,Gossiping,11,1,4,"乳提

這次選角裡面男的醜 女的也醜

女的好像是超模是流行的高級臉

我是不懂

其他不是醜就是小奶怪

如果最愛假公平的魷魚遊戲

裡面男女比1：1

而且一堆正妹跟歐巴

這樣劇情會怎樣？

每個晚上廁所都客滿交流嗎？

u掛？



"
[問卦]魷魚遊戲給台灣拍，誰當男主角？,2021/09/28,11:15:07,https://www.ptt.cc/bbs/Gossiping/M.1632827709.A.841.html,y7zj3,Gossiping,46,29,0,"魷魚遊戲如果給台灣人拍，
誰最適合當男主角呢？
男主角有點頹廢不是典型的帥哥，
大家覺得誰最適合呢？
有沒有八卦呢？
"
[問卦]台灣人說故事能力484不太行啊,2021/09/28,11:20:42,https://www.ptt.cc/bbs/Gossiping/M.1632828044.A.423.html,zakijudelo,Gossiping,49,6,2,"看看各國流行文化

美國拍的電影、美劇是國際主流
這就不用多討論了

另外日本的漫畫暢銷全世界
他們說故事能力也無庸置疑

至於南韓有寄生上流、魷魚遊戲
中國拍的甄嬛傳、瑯琊榜等……
香港的無間道及傳統港片
也都可以算是享譽國際的經典

顯示只要劇情佳
世界各國都有機會買單吧


但反觀台灣
是否過度崇尚依靠科技業及炒房炒股賺錢
對於文化輸出及編寫劇本的能力不重視
才造成台灣一直無法在國際上有什麼代表作？
"
[問卦]魷魚遊戲本身的重點並不在遊戲吧？,2021/09/28,11:24:31,https://www.ptt.cc/bbs/Gossiping/M.1632828273.A.C10.html,eddy12357,Gossiping,34,9,2,"如題

昨天看完這部了

只花了2天多就看完了

感覺還蠻好看的

中間彈珠遊戲那邊還蠻感人的

不過其實這部的重點 並不在遊戲吧

而是在刻畫社會不平等跟人性的部分

感覺表現得蠻好的

就像那個韓美女和德秀 真的就是一整個超極掰的

不過也不會讓人很出戲

而劇情也是多線發展

感覺遊戲只佔了一部分而已

跟開司的那個著重的部份感覺不太一樣

我個人覺得這部真的還不錯啦～

只是結局的地方 感覺還能做個續集就是了

還有一些部分沒交代完整啊～

希望能有續集~
"
[問卦]民視會怎麼拍魷魚遊戲,2021/09/28,11:28:57,https://www.ptt.cc/bbs/Gossiping/M.1632828539.A.2B5.html,kiwi47,Gossiping,54,38,1,"安安 八卦版的各位

魷魚遊戲裡面情節多元

有負債破產 老婆再婚 哥哥失蹤 身分之謎

當然還有最主要的爭權奪利

都是民視擅長刻畫的題材

只拍九集明顯太少

如果給民視拍成連續劇

應該能造成另一股旋風吧

有卦？
-
Sent from JPTT on my iPhone
"
Re:[問卦]魷魚遊戲大火證明了什麼,2021/09/28,11:37:33,https://www.ptt.cc/bbs/Gossiping/M.1632829055.A.99D.html,ILYY,Gossiping,47,15,0,"證明說故事的能力很重要啊
就算一堆抄襲、老梗
韓國導演就是能把這盤菜炒好
大眾就是只要順暢讓人進入劇情
跟著腳色共感傷心、快樂，跟著劇情煎熬
看完一集馬上想看下一集怎麼發展
從屍戰朝鮮、勝利號開始韓影劇的格局就拉到台日看不到
在戲劇的目標就是跟歐美打了

看看同樣Netflix各國撒錢撒下去
但日本就是愛用一堆用力演技 說教 不說明或看心得解說不然看不懂用意
台灣更不用說了 孤芳自賞 什麼都想講 但不是整段卡掉也不影響的片段就是一下跳來跳去
畫面很亂的剪輯

要台日導演們好好講一個故事真的很難耶"
[問卦]台灣辦魷魚遊戲哪些職業可以有優勢？,2021/09/28,11:51:13,https://www.ptt.cc/bbs/Gossiping/M.1632829875.A.6A5.html,axzs1111,Gossiping,6,3,0,"如果台灣有魷魚遊戲
哪些職業可以有優勢來獲勝呢？

1.國軍特種部隊

無影無蹤 涼山特勤隊
菁英戰士 憲兵特勤隊
水陸兩棲 兩棲偵蒐大隊

強健體魄 無懼困難
受過地獄式訓練的殺人機器  應該很有機會


2.無恥政客

靠著一張唬爛嘴及無恥厚臉皮
可以在遊戲裡處拉攏人心結黨結派
是否能取得優勢？



3.三盧宮廟8+9

8+9平時逞兇鬥狠  砍人眼睛都不眨一下
呷k吃檳榔更是標配  不過缺乏智商

不知道那股狠勁在遊戲中是否一樣？


4.小七店員
精通十八般武藝 一個人當三個人用的超商店員
平時接受各種奧客的磨練已經喜怒無形於色

通關時不知道會不會順口說出謝謝光臨



5.大奶網紅
多如流浪狗的大奶網紅
靠著74團的抖內與炒作獲取大量金錢

可否用大奶來獲得勝利呢？



究竟台灣哪些職業玩魷魚遊戲有優勢？
有沒有八卦？"
Re:[問卦]魷魚遊戲成本超低…台灣還是拍不出來？,2021/09/28,11:58:59,https://www.ptt.cc/bbs/Gossiping/M.1632830341.A.291.html,NowQmmmmmmmm,Gossiping,15,4,6,"這就是問題啦

一堆人覺得魷魚遊戲很好拍成本很低，以Netflix 的原創劇本來說的話基本上拍攝經費跟
成本都相當的高，拍一部魷魚遊戲九集大概就一個電視台一年的戲劇預算了

香港估魷魚遊戲的拍攝成本以Netflix 的原創劇本來說預算如下

Netflix（NFLX）原創系列到底有幾貴？根據截至今年初的Netflix原創系列Top5每集成本
，分別是1300萬美元（下同）的The Crown、Stranger Things（1200萬元）、The Get Do
wn（1100萬元）、The Witcher（1000萬元）、Marco Polo（1000萬元）、Sense8（900萬
元），而最便宜的是On My Block（200萬元）、Narcos（250萬元）等等，魷魚遊戲應該
是在中間預算，假設每集成本700萬元，第一季總共9集，也要6300萬美元大概是17億4千
萬台幣

現在台灣有那個電視台戲劇預算一年能拿6300萬美元出來拍嗎？

另外有人拿斯卡羅來比，斯卡羅的預算是2億......台幣

就是拍一部魷魚可以拍8部斯卡羅都可以演到斯卡羅人打外星人了

Netflix 很敢丟錢的只要劇本跟卡司陣容夠好的話
"
Re:[問卦]魷魚遊戲成本超低…台灣還是拍不出來？,2021/09/28,12:05:20,https://www.ptt.cc/bbs/Gossiping/M.1632830722.A.CFF.html,longtimens,Gossiping,13,3,1,"首先成本低就是個笑話，那隻眼睛看得出來成本低，笑死

那個先不提，你先說說台灣那個演員有李政宰 孔劉 李秉憲 等級的演員撐得起那部爛劇本？

那部重點就美術設計跟演員，白話就是錢跟人

台灣？呵呵

-
Sent from JPTT on my Samsung SM-N950F.
"
Re:[問卦]民視會怎麼拍魷魚遊戲,2021/09/28,12:10:38,https://www.ptt.cc/bbs/Gossiping/M.1632831041.A.BAF.html,ipipwrong,Gossiping,4,1,0,"這還用問嗎!?
當然是稀釋再稀釋

這麼有趣的劇本你只給我拍9集
當然要放大25倍再說

成奇勳小時候先去學跆拳道
進入忠義堂認識青梅竹馬
沒有強健體魄長大怎麼玩遊戲?
(叫童星先擋著,這邊先用掉22集)

長大後,奇勳因為是長男
媽媽為他的魯找不到太太而擔憂
當然要找個黑貓像美鳳的媳婦來配
(這邊再演個43集)

會去玩遊戲一定是欠債才會發生
奇勳本來有一群玩伴一起擺夜市
過著夜市人生力爭上游的生活
(這邊再76集沒問題)

生意失敗賠得一屁股債,
當然先被鐵板鐵齒之類的社會兄弟
架走逼迫還債(這邊不用說又可48集)

最後,靠著去中南部學習養殖魷魚
一路東山再起~
符合台灣人不屈不撓的精神
看得婆婆媽媽感動涕零QQ
(進入42集最後收尾

奇勳的魷魚人生，227集全劇終-



"
Re:[問卦]魷魚遊戲大火證明了什麼,2021/09/28,12:48:18,https://www.ptt.cc/bbs/Gossiping/M.1632833300.A.585.html,harkk2001,Gossiping,6,3,1,"同時期發的魷魚遊戲跟激辛道...


本以為題材很新鮮，透過吃美食以及辣來領悟人生道理，吃辣吃到變成人生態度，看了9集
回頭想想才發覺，幹，WTF

每集套路都一樣啊，卡關就被設計去吃辣，然後越吃越辣，辣到舌頭沒感覺了還能品嚐到食
物的原味，真他媽的矯情，然後突然體悟到業務卡關的原因，操


然後然後，還要吹一陣風感覺重生，怎麼林北麻辣鍋吃完都沒你們那麼多毛，只想棒賽

最他媽矯情的就上司，每次設計完解決業務難題，就他媽的一副你終於成長了雞巴表情

操他媽的

直接跟他說不就好了？？？？？？？？？？？？？

看了9集都這種套路你膩不膩？幹


最噁的就是每集都在說教，說到我他媽的只好轉到魷魚遊戲，兩天9集就看完了


看完之後我還好好的把他塵封在我腦海，細細品嚐那些人性黑暗跟善良的交會



激辛道.....算了吧，啃


日劇到底還剩下什麼....唉，尷尬啊尷尬





"
[新聞]《魷魚遊戲》姜曉厭世臉紅了！　IG粉絲「,2021/09/28,13:00:18,https://www.ptt.cc/bbs/Gossiping/M.1632834021.A.529.html,kissPenis,Gossiping,87,50,11,"《魷魚遊戲》姜曉厭世臉紅了！　IG粉絲「40萬→457萬」10天暴增10倍


記者劉宛欣／綜合報導

南韓首部以生存競賽劇集《魷魚遊戲》在Netflix上架播出後，引起全球追劇熱潮，成為
了首個登上全球Netflix排行榜冠軍的亞洲作品。劇中一幫演員也隨著熱潮大紅，其中飾
演脫北者「姜曉」的女星鄭浩妍（正名：鄭好娟）首次參演劇集受到矚目，而水漲船高的
人氣也直接反映在Instagram追蹤數上，漲勢相當驚人。
https://cdn2.ettoday.net/images/5900/d5900385.jpg
▲鄭浩妍因《魷魚遊戲》爆紅。（圖／Netflix提供）

據悉，鄭浩妍的Instagram追蹤人數原本約在40萬出頭，而《魷魚遊戲》在17日上架後，
她的追蹤人數截至目前為止已來到457.7萬，短短10天的時間成長了10倍之多，人氣上升
趨勢相當驚人，另外，和她在劇中有著不少對手戲的李瑜美（飾演智英），也從不到10萬
的追蹤人數，成長至165萬。
https://cdn2.ettoday.net/images/5900/d5900388.jpg
https://cdn2.ettoday.net/images/5900/d5900386.jpg
https://cdn2.ettoday.net/images/5900/d5900387.jpg
▲鄭浩妍Instagram追蹤人數暴增10倍。（圖／翻攝鄭浩妍Instagram）
https://cdn2.ettoday.net/images/5900/d5900389.jpg
▲李瑜美（左）的Instagram追蹤人數也呈現驚人上升勢。（圖／翻攝李瑜美Instagram）

鄭浩妍現年27歲，2013年出演韓國版《Next Top Model 4》正式出道，大學主修模特兒科
系的她，主要活躍的舞台皆是伸展台，曾登上紐約、倫敦、米蘭、巴黎等4大時裝秀，甚
至在2018年被選為全球前50名模特兒之星，《魷魚遊戲》是她首度挑戰演戲，沒想到意外
在一夕之間爆紅。


ETtoday星光雲 | ETtoday新聞雲
https://star.ettoday.net/news/2087902#ixzz77lR3ETIV
https://www.instagram.com/hoooooyeony/"
[新聞]《魷魚遊戲》劇迷狂敲碗續集!導演鬆口曝,2021/09/28,13:33:59,https://www.ptt.cc/bbs/Gossiping/M.1632836041.A.FE0.html,haha98,Gossiping,24,7,8,"1.媒體來源:

Ettoday

2.記者署名:

記者劉宛欣／綜合報導

3.完整新聞標題:

《魷魚遊戲》劇迷狂敲碗續集！　導演鬆口曝光「第2季進度」了

4.完整新聞內文:

ETtoday新聞雲 ? ETtoday星光雲2021年09月28日 20:45

《魷魚遊戲》劇迷狂敲碗續集！　導演鬆口曝光「第2季進度」了

記者劉宛欣／綜合報導

南韓生存競賽劇集《魷魚遊戲》在Netflix上架播出後，引起全球追劇熱潮，成為了首個登
上全球Netflix排行榜冠軍的亞洲作品，近日，導演黃東赫接受韓媒採訪，談起了許多劇中
的細節，還鬆口透露了第二季的規劃進度。

▲《魷魚遊戲》第二季相關規劃曝光。（圖／翻攝Instagram／netflixkr）

隨著第1季掀起超出預期的話題性，劇迷都相當好奇第2季的相關計畫，對此，黃東赫透露
在製作第1季的過程很辛苦，因為他一人身兼編劇、製作、導演三個身分，導致精神、肉體
上都承受了不小的痛苦，坦言：「短期間內應該沒辦法製作第2季，不過因為受到太多人喜
愛，如果說不拍了應該會引起騷動。」

▲《魷魚遊戲》第二季相關規劃曝光。（圖／翻攝Instagram／netflixkr）

▲導演透露製作第1季的過程非常辛苦。（圖／翻攝Instagram／netflixkr）

李東赫提及腦中的確有接下來故事的藍圖，不過在製作《魷魚遊戲》過程中想到了電影的
題材，應該會優先投入這部電影的製作，而《魷魚遊戲》第2季應該會再跟Netflix方面談
談，確定要製作的話，應該也是在電影之後的事，此外，他也忍不住吐苦水，透露拍第1季
期間掉了6顆牙，現在正在接受植牙治療，因此也讓他不禁懷疑「第2季有辦法自己做嗎？
做完該不會要裝假牙了吧」。

－以下內容有嚴重劇透－

▲《魷魚遊戲》第二季相關規劃曝光。（圖／翻攝Instagram／netflixkr）

▲導演表示會再跟Netflix方面商議後再做決定。（圖／翻攝Instagram／netflixkr）

劇中飾演警察黃俊昊的魏河俊（正名：魏嘏雋）在最後的遭遇，讓觀眾相當好奇他到底死
了沒，對此，李東赫笑著回：「這是秘密。」拒絕透露答案，十分吊人胃口，此外，關於
網路上猜測工作人員與參賽者的差異，在於一開始與孔劉玩遊戲時的紙牌顏色區分，他則
表示「觀眾做出很多樣的猜測，好像都比我還要有創意」，坦言關於這個分析，確實曾經
有想要加入相關劇情，不過紙牌顏色其實單純是從都市傳說「要紅色還是藍色衛生紙？」
發想出來的。

▲《魷魚遊戲》第二季相關規劃曝光。（圖／翻攝Instagram／netflixkr）

▲魏河俊在劇中表現亮眼，人氣直線上升。（圖／翻攝魏河俊Instagram）

關於最後決賽前，最後3個生存者一起穿正裝吃高檔晚餐的劇情，觀眾間也有著不少意義聯
想，李東赫則解釋：「本來是希望看起來可以像是最後的晚餐，所以衣服選了燕尾服，還
特地放了羅曼尼康帝紅酒，整體構想是想給進入決賽的人施捨恩惠的感覺。」在晚餐的各
項細節上，下了不少工夫。

▲《魷魚遊戲》第二季相關規劃曝光。（圖／翻攝Instagram／netflixkr）

▲劇中最後3個生存者一起吃的晚餐。（圖／翻攝劇照）

5.完整新聞連結 (或短網址):
https://star.ettoday.net/news/2089412?redirect=1
6.備註:

現在還沒看過魷魚遊戲都老人吧= =
"
[問卦]瓜哥會怎麼主辦魷魚遊戲？,2021/09/28,13:54:15,https://www.ptt.cc/bbs/Gossiping/M.1632837257.A.8E6.html,st9760916,Gossiping,11,5,1,"如題

肥宅好奇

台灣玩最多遊戲的瓜哥

會怎麼來主辦魷魚遊戲

會瘋狂加碼嗎

有沒有八卦？

Sent from
BePTT"
[問卦]斯卡羅怎麼剪輯能追上魷魚遊戲？,2021/09/28,14:18:39,https://www.ptt.cc/bbs/Gossiping/M.1632838723.A.88B.html,moboo,Gossiping,10,5,2,"台灣史詩級的歷史大戲斯卡羅
一出來的時候宣傳很足夠
演員也都是台灣一線演員
也被本土覺青文青瘋狂轉載宣傳

但是第三個禮拜之後討論熱度急速下降
身邊看完的人竟然沒幾個
大部分人說故事是不錯但是剪輯太緩慢
蝶妹整場南台灣超時空傳送
整個影片的步調似乎不夠現代商業化
戰爭場面也讓人看到睡著

如果讓韓國導演來拍
不知道怎麼剪會讓斯卡羅好看得多？
怎麼安排會讓觀眾覺得看起來很過癮？

-
Sent from JPTT on my iPhone
"
Re:[問卦]斯卡羅怎麼剪輯能追上魷魚遊戲？,2021/09/28,14:35:26,https://www.ptt.cc/bbs/Gossiping/M.1632839730.A.C15.html,mynewid,Gossiping,5,1,0,"講韓國演藝事業
阿肥最愛講這片
https://m.imdb.com/video/vi1616380953?playlistId=tt0901487
神偷獵人斷指客
2008的電影
放到現在播
仍然會是不錯的影片
拍攝剪輯運鏡等等
都是上乘之作
反觀台灣
除了台GG跟房價之外
這13年來
不能說沒進步
但是就是人家13年前的技術都贏不了
想贏什麼???
這都不要緊
最要不得的其實是原po的心態
就是一直想要跳級跟韓國比
是需要要時間累積的

不然直接說我來自中国台湾
比較快"
Re:[問卦]魷魚遊戲成本超低…台灣還是拍不出來？,2021/09/28,14:42:38,https://www.ptt.cc/bbs/Gossiping/M.1632840160.A.254.html,CenaC,Gossiping,20,7,2,"跟
本
Do
萬
該
千
我們有錢也沒用啊

重點在文化跟素質

光是裡面工作人員的服裝

要是給我們弄

弄出來的會是什麼樣貌的衣服

大家自己想像一下

素質是改不了的 簡單說就是水準

我真的搞不懂為什麼硬要在電影裡罵句國罵

然後就會有這麼多人買單

之前我還問過我以前同學

看到電影裡罵國罵有什麼好笑的

他居然回我有親切感

我對那種環境可沒有親切感....


"
[問卦]魷魚遊戲的組織是不是playstation,2021/09/28,15:26:21,https://www.ptt.cc/bbs/Gossiping/M.1632842783.A.578.html,sky1119,Gossiping,13,6,0,"跟風看了魷魚遊戲

那些紅色工作人員好像在哪邊看過

○△□
https://i.imgur.com/Gip8z66.jpg
喔喔原來是...
https://i.imgur.com/PEDiDS9.jpg
魷魚遊戲○△□的幕後金主是PS嗎？

有沒有卦
"
Re:[問卦]為啥台灣拍不出像樣的好劇,2021/09/28,15:57:21,https://www.ptt.cc/bbs/Gossiping/M.1632844643.A.083.html,jimgene,Gossiping,19,8,1,"沒有培養編劇
就這麼簡單

就講韓國就好
我看到的至少就五個大電視台

一個電視台
一週有4-7個劇在播出

超級恐怖，
等於是一週可以看到20個連續劇

在這種需求下
會有大量人才投入編劇市場
導演，演員，幕後人員
也會一堆人投入

基數多，好劇本自然多

而
台灣還在走偶像劇模式
什麼總裁，什麼灰姑娘系列

現在最紅的魷魚遊戲
一堆人臭
但是
一堆國家觀看排名都前三
連在日本都排名第一

是台灣審美觀有問題，還是全世界有問題
"
[問卦]八卦版肥宅參加魷魚遊戲能到第幾關？,2021/09/28,16:06:58,https://www.ptt.cc/bbs/Gossiping/M.1632845220.A.6B6.html,dan1994112,Gossiping,7,4,1,"就是齁
最近超紅的魷魚遊戲
如果搬到現實來
人才眾多的八卦宅肥肥們
可以過到哪一關啊？
有卦嗎？
"
[問卦]魷魚遊戲為何沒正妹,2021/09/28,16:09:28,https://www.ptt.cc/bbs/Gossiping/M.1632845370.A.FA2.html,ioosoo,Gossiping,36,17,3,"為何導演不找正妹來演
是因為覺得現實世界正妹不缺錢
不會來參加遊戲
找正妹來演觀眾會出戲嗎？
"
[問卦]魷魚遊戲不用折豆腐被跟蚊帳會不會過太爽,2021/09/28,16:38:34,https://www.ptt.cc/bbs/Gossiping/M.1632847116.A.802.html,hoyumi,Gossiping,9,5,1,"都已經在魷魚集中營裡面 看到那種上下鋪的男性

應該會發現少了一些東西 對 就是蚊帳跟棉被

為什麼他們不用起床折蚊帳跟豆腐被

然後順便檢查服裝儀容呢?

是不是過太爽了點?

"
[問卦]你撿到彩券一百萬會找失主嗎,2021/09/28,16:52:54,https://www.ptt.cc/bbs/Gossiping/M.1632847976.A.18D.html,Greedguilty,Gossiping,10,3,4,"新聞報一個彩券行老闆
有個客人對大樂透然後看沒中
就丟在店裡垃圾桶
但老闆有習慣把客人丟的從垃圾桶
撿回來掃一遍的習慣
結果發現那張彩券中了中秋加碼一百萬
法律上其實老闆可以收下那一百萬
但他選擇尋找失主
如果是各位會找嗎
畢竟要一百萬說多不多
大概就魷魚遊戲裡面死一個人的半價唄
"
[問卦]不知魷魚遊戲在紅什麼？,2021/09/28,17:12:56,https://www.ptt.cc/bbs/Gossiping/M.1632849178.A.261.html,jack3254,Gossiping,144,60,17,"是這樣的啦
最近滑到一堆關於魷魚遊戲的資訊
實際看了幾集也覺得還好
要說精彩度也是要聽神明的話
和今際之國屌打
為何突然爆紅
484因為孔劉的關係
這波操作顯現了台女哈韓
台灣依然女權主義國家
我中肯戳中盲點了嗎
"
[問卦]韓國影視娛樂產業怎麼進步那麼快?,2021/09/28,17:24:10,https://www.ptt.cc/bbs/Gossiping/M.1632849852.A.C26.html,OPPAISuki,Gossiping,95,34,4,"韓國娛樂產業發展起來 不過20幾年吧?


韓劇 魷魚遊戲 網飛 紅翻 在一堆國家都排名前3

韓團BTS防彈少年團  已經紅遍全世界 入圍葛萊美 進聯合國演講 3次

韓國電影  寄生上流 還得奧斯卡獎

韓綜 RM紅遍亞洲  蒙面歌王 美國還買版權 做美國版的蒙面歌王


香港娛樂圈發展很早 但回歸中國後 沒落掉了

日本娛樂圈發展歷史悠久 但近年沒啥進步 好幾年停滯不前了


韓國娛樂影視產業 短時間進步飛快 打到國際市場 也太強了吧?


台灣更慘 三金都快不行了 加油好嗎?
"
[問卦]台灣拍+9遊戲，有搞頭嗎？,2021/09/28,17:54:44,https://www.ptt.cc/bbs/Gossiping/M.1632851686.A.FB0.html,doro0202,Gossiping,10,7,0,"看《魷魚遊戲》致敬日本《聽神明的話》致敬的這麼紅
感覺台劇市場也可以來致敬一下
也因為是致敬而非抄襲，所以要加入一點本土元素
所以就把裡面的那些遊戲都改成有台灣味的8+9遊戲

一開始進去就是夾娃娃
保夾前夾出來就過關，保夾就淘汰
畢竟夾娃娃都夾不好要當什麼8+9?
如果踹機台搖機台等等的不文明行為也是馬上淘汰

第二關是做指甲
只要把指甲油塗均勻就過關了
但一塗到肉就馬上出局
你問這跟+9有啥關係?因為+9妹都在搞美甲啊

第三關是先挑一個夥伴，但不告訴你要幹嘛
然後到撞球桌前進行隨意比試
玩法隨意，但只有一個人能活著離開球桌

第四關是組隊釣蝦
五個五個一組，時間內釣的少的淘汰
釣到不是蝦子的東西或是沒釣到蝦的人也會當場淘汰


第五關是走鷹架
每個人要喝下一手啤酒，然後照順序一個一個走上鷹架
時間內能走到對面大樓的人就過關
身為一個做工的8+9，喝酒爬鷹架應該是很日常的事情

最後一關是四支刀，8+9最愛的遊戲
每個人下的底注就是50cc的血
每次輸就是以50cc為倍數抽血
而你每贏50cc就可以換到總獎金/(參賽人數*40)的錢
中途暈倒也視為淘汰，被淘汰的人的獎金將會直接平分給在場所有人
比到最後存活下來的那個人就可以帶著獎金離開

大guy醬
感覺加入一些人性的醜惡就會變得很有趣才是

有沒有拍這樣一部+9遊戲會不會也有搞頭的八卦?
"
